Book ID,Category,Book Title,Status,Target Pages,Current Pages,Target Words,Current Words,Chapters Planned,Chapters Completed,Research Status,Writing Status,Editing Status,Publishing Status,Completion %,Start Date,Target Completion Date,Last Updated,Notes
HR-007,Human Resource Management,Compensation Strategy and Reward Architecture,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
HR-008,Human Resource Management,Human Resources in Digital Organizations,In Progress,500,0,150000,246,41,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
HR-009,Human Resource Management,Workforce Analytics and People Intelligence,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
HR-010,Human Resource Management,Future Work and Human Capital,In Progress,500,0,150000,216,36,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
MK-001,Marketing,Consumer Psychology Behind Market Behavior,In Progress,500,0,150000,174,29,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
MK-002,Marketing,Brand Strategy in Digital Markets,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
MK-003,Marketing,Marketing Analytics and Customer Intelligence,In Progress,500,0,150000,174,29,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
MK-004,Marketing,Strategic Positioning and Competitive Advantage,In Progress,500,0,150000,264,44,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
MK-005,Marketing,Digital Campaigns and Customer Acquisition,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
MK-006,Marketing,Pricing Psychology and Market Strategy,In Progress,500,0,150000,204,34,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
MK-007,Marketing,Product Marketing and Market Creation,In Progress,500,0,150000,174,29,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
MK-008,Marketing,Customer Experience and Brand Loyalty,In Progress,500,0,150000,252,42,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
MK-009,Marketing,Marketing Technology and Intelligent Automation,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
MK-010,Marketing,Global Brands and Cultural Markets,In Progress,500,0,150000,216,36,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
EA-001,Educational Administration,Architecture of Educational Administration,In Progress,500,0,150000,264,44,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
EA-002,Educational Administration,Leadership Systems in Modern Education,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
EA-003,Educational Administration,Strategic Planning for Educational Institutions,In Progress,500,0,150000,174,29,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EA-004,Educational Administration,Education Policy and Institutional Governance,In Progress,500,0,150000,198,33,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
EA-005,Educational Administration,School Management and Organizational Leadership,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EA-006,Educational Administration,Higher Education Administration and Reform,In Progress,500,0,150000,210,35,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
EA-007,Educational Administration,Educational Finance and Resource Management,In Progress,500,0,150000,204,34,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
EA-008,Educational Administration,Teacher Workforce and Institutional Performance,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
EA-009,Educational Administration,Technology Governance in Education,In Progress,500,0,150000,180,30,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EA-010,Educational Administration,Future Institutions and Education Systems,In Progress,500,0,150000,234,39,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
FX-001,Fiction,The City Beneath Forgotten Maps,In Progress,500,0,150000,180,30,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
FX-002,Fiction,The Observatory Beyond Midnight,In Progress,500,0,150000,222,37,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
FX-003,Fiction,Letters From the Silent Empire,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
FX-004,Fiction,The House Without Yesterday,In Progress,500,0,150000,270,45,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
FX-005,Fiction,The Cartographer of Lost Memories,In Progress,500,0,150000,198,33,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
FX-006,Fiction,When the Ocean Stopped Moving,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
FX-007,Fiction,The Library Beneath the City,In Progress,500,0,150000,186,31,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
FX-008,Fiction,The Last Passenger of Tomorrow,In Progress,500,0,150000,204,34,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
FX-009,Fiction,The Machine That Remembered Everything,In Progress,500,0,150000,222,37,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
FX-010,Fiction,The Kingdom Hidden Inside Shadows,In Progress,500,0,150000,180,30,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
CR-001,Crime,The Architecture of an Unsolved Murder,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
CR-002,Crime,Criminal Networks Behind Hidden Markets,In Progress,500,0,150000,204,34,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
CR-003,Crime,Forensics Evidence and Criminal Investigation,In Progress,500,0,150000,216,36,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
CR-004,Crime,The Psychology Behind Organized Crime,In Progress,500,0,150000,216,36,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
CR-005,Crime,Cybercrime and Modern Criminal Networks,In Progress,500,0,150000,216,36,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
CR-006,Crime,Money Trails Behind Criminal Enterprises,In Progress,500,0,150000,264,44,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
CR-007,Crime,The Anatomy of Serial Offending,In Progress,500,0,150000,210,35,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
CR-008,Crime,Crime Scenes and Investigative Intelligence,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CR-009,Crime,Underground Economies and Criminal Power,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
CR-010,Crime,Modern Policing Against Organized Crime,In Progress,500,0,150000,186,31,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
ET-001,Ethics,Ethics Behind Difficult Human Decisions,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
ET-002,Ethics,Moral Responsibility in Modern Society,In Progress,500,0,150000,234,39,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
ET-003,Ethics,Business Ethics and Corporate Power,In Progress,500,0,150000,222,37,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
ET-004,Ethics,Technology Ethics in Digital Civilization,In Progress,500,0,150000,222,37,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
ET-005,Ethics,Artificial Intelligence and Moral Responsibility,In Progress,500,0,150000,210,35,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
ET-006,Ethics,Justice Rights and Human Dignity,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
ET-007,Ethics,Professional Ethics Across Modern Institutions,In Progress,500,0,150000,198,33,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
ET-008,Ethics,Ethics of Power and Authority,In Progress,500,0,150000,252,42,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
ET-009,Ethics,Privacy Surveillance and Digital Ethics,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
ET-010,Ethics,Environmental Ethics and Human Responsibility,In Progress,500,0,150000,234,39,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
EN-001,Environment,Climate Systems and Human Civilization,In Progress,500,0,150000,234,39,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
EN-002,Environment,Environmental Change Across Human History,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
EN-003,Environment,Cities Pollution and Ecological Transformation,In Progress,500,0,150000,186,31,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EN-004,Environment,Water Security in a Changing World,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
EN-005,Environment,Biodiversity Loss and Ecological Collapse,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
EN-006,Environment,Energy Systems and Environmental Transition,In Progress,500,0,150000,192,32,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EN-007,Environment,Climate Policy and Global Governance,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
EN-008,Environment,Sustainable Development Beyond Conventional Models,In Progress,500,0,150000,264,44,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
EN-009,Environment,Environmental Economics and Natural Capital,In Progress,500,0,150000,174,29,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
EN-010,Environment,Technology for Planetary Sustainability,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
CS-001,Cybersecurity,Architecture of Modern Cyber Defense,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CS-002,Cybersecurity,Threat Intelligence and Adversarial Operations,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CS-003,Cybersecurity,Cybersecurity Engineering for Critical Infrastructure,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
CS-004,Cybersecurity,Digital Forensics and Incident Reconstruction,In Progress,500,0,150000,270,45,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
CS-005,Cybersecurity,Identity Access and Zero Trust,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
CS-006,Cybersecurity,Cryptography for Modern Security Systems,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
CS-007,Cybersecurity,Security Operations and Threat Detection,In Progress,500,0,150000,252,42,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CS-008,Cybersecurity,Application Security and Secure Architecture,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CS-009,Cybersecurity,Cyber Warfare and National Security,In Progress,500,0,150000,246,41,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
CS-010,Cybersecurity,Human Factors Behind Cybersecurity Failures,In Progress,500,0,150000,180,30,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
PO-001,Policing,Architecture of Modern Police Organizations,In Progress,500,0,150000,228,38,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
PO-002,Policing,Criminal Investigation and Police Intelligence,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
PO-003,Policing,Evidence Systems in Modern Policing,In Progress,500,0,150000,168,28,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
PO-004,Policing,Police Technology and Digital Transformation,In Progress,500,0,150000,234,39,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
PO-005,Policing,Community Policing and Public Trust,In Progress,500,0,150000,192,32,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
PO-006,Policing,Police Leadership and Organizational Strategy,In Progress,500,0,150000,198,33,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
PO-007,Policing,Criminal Intelligence and Analytical Policing,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
PO-008,Policing,Forensic Science in Police Investigation,In Progress,500,0,150000,192,32,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
PO-009,Policing,Cybercrime Investigation and Digital Policing,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
PO-010,Policing,Future Policing and Intelligent Systems,In Progress,500,0,150000,162,27,0,Not Started,In Progress,Not Started,Not Started,0.05,,,2026-09-22 01:40:04,
TE-001,Technology,Large Language Models and Intelligent Agents,In Progress,500,0,150000,210,35,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
TE-002,Technology,Retrieval Systems for Knowledge Intelligence,In Progress,500,0,150000,222,37,0,Not Started,In Progress,Not Started,Not Started,0.07,,,2026-09-22 01:40:04,
TE-003,Technology,Artificial Intelligence Security Architecture,In Progress,500,0,150000,186,31,0,Not Started,In Progress,Not Started,Not Started,0.06,,,2026-09-22 01:40:04,
TE-004,Technology,Machine Learning Systems Engineering,In Progress,500,0,150000,240,40,0,Not Started,In Progress,Not Started,Not Started,0.08,,,2026-09-22 01:40:04,
TE-005,Technology,Deep Learning for Complex Intelligence,In Progress,500,0,150000,258,43,0,Not Started,In Progress,Not Started,Not Started,0.09,,,2026-09-22 01:40:04,
